,COMMUNITY AREA NAME,PER CAPITA INCOME,THERM MEAN 2010,TOTAL POPULATION
46198,Auburn Gresham,16022,1684.67,72.0
46199,Auburn Gresham,16022,2564.0,2.0
46200,Auburn Gresham,16022,1838.5,2.0
46201,Auburn Gresham,16022,6319.0,109.0
46202,Auburn Gresham,16022,3065.0,0.0
46203,Auburn Gresham,16022,2478.25,51.0
46204,Auburn Gresham,16022,1757.0,0.0
46205,Auburn Gresham,16022,1340.75,41.0
46206,Auburn Gresham,16022,2068.67,43.0
46207,Auburn Gresham,16022,2045.0,43.0
46208,Auburn Gresham,16022,1628.33,12.0
46209,Auburn Gresham,16022,3381.0,6.0
46210,Auburn Gresham,16022,1427.16,67.0
46211,Auburn Gresham,16022,1621.92,73.0
46212,Auburn Gresham,16022,2289.33,71.0
46213,Auburn Gresham,16022,1353.29,71.0
46214,Auburn Gresham,16022,2272.8,57.0
46215,Auburn Gresham,16022,1307.0,57.0
46216,Auburn Gresham,16022,2637.0,70.0
46217,Auburn Gresham,16022,1506.43,70.0
46218,Auburn Gresham,16022,1202.86,51.0
46219,Auburn Gresham,16022,1091.0,51.0
46220,Auburn Gresham,16022,1379.92,51.0
46221,Auburn Gresham,16022,1758.73,42.0
46222,Auburn Gresham,16022,2990.17,67.0
46223,Auburn Gresham,16022,1354.14,58.0
46224,Auburn Gresham,16022,829.0,66.0
46225,Auburn Gresham,16022,1510.75,66.0
46226,Auburn Gresham,16022,1510.55,43.0
46227,Auburn Gresham,16022,1676.4,48.0
46228,Auburn Gresham,16022,1887.71,48.0
46229,Auburn Gresham,16022,2658.25,50.0
46230,Auburn Gresham,16022,1478.5,50.0
46231,Auburn Gresham,16022,2391.5,39.0
46232,Auburn Gresham,16022,1733.89,39.0
46233,Auburn Gresham,16022,711.33,39.0
46234,Auburn Gresham,16022,1412.0,45.0
46235,Auburn Gresham,16022,2585.13,100.0
46236,Auburn Gresham,16022,1363.1,100.0
46237,Auburn Gresham,16022,3406.13,98.0
46238,Auburn Gresham,16022,1648.11,98.0
46239,Auburn Gresham,16022,4956.4,66.0
46240,Auburn Gresham,16022,1417.4,66.0
46241,Auburn Gresham,16022,2432.8,60.0
46242,Auburn Gresham,16022,1994.1,60.0
46243,Auburn Gresham,16022,1847.0,63.0
46244,Auburn Gresham,16022,2553.67,50.0
46245,Auburn Gresham,16022,1703.33,50.0
46246,Auburn Gresham,16022,1711.59,58.0
46247,Auburn Gresham,16022,2164.0,60.0
46248,Auburn Gresham,16022,1825.62,60.0
46249,Auburn Gresham,16022,2746.5,42.0
46250,Auburn Gresham,16022,1425.5,65.0
46251,Auburn Gresham,16022,1743.53,65.0
46252,Auburn Gresham,16022,2137.25,53.0
46253,Auburn Gresham,16022,1593.0,53.0
46254,Auburn Gresham,16022,1740.0,4.0
46255,Auburn Gresham,16022,1428.92,66.0
46256,Auburn Gresham,16022,1609.75,68.0
46257,Auburn Gresham,16022,2789.5,61.0
46258,Auburn Gresham,16022,1534.88,61.0
46259,Auburn Gresham,16022,1580.91,67.0
46260,Auburn Gresham,16022,1450.86,51.0
46261,Auburn Gresham,16022,2461.67,54.0
46262,Auburn Gresham,16022,2675.0,54.0
46263,Auburn Gresham,16022,1741.83,54.0
46264,Auburn Gresham,16022,1489.47,67.0
46265,Auburn Gresham,16022,1785.11,59.0
46266,Auburn Gresham,16022,3274.0,71.0
46267,Auburn Gresham,16022,1303.33,71.0
46268,Auburn Gresham,16022,1457.88,61.0
46269,Auburn Gresham,16022,1679.5,69.0
46270,Auburn Gresham,16022,1591.1,42.0
46271,Auburn Gresham,16022,1586.2,29.0
46272,Auburn Gresham,16022,1577.82,50.0
46273,Auburn Gresham,16022,2708.0,45.0
46274,Auburn Gresham,16022,1559.62,45.0
46275,Auburn Gresham,16022,1569.42,31.0
46276,Auburn Gresham,16022,1314.7,25.0
46277,Auburn Gresham,16022,1909.0,50.0
46278,Auburn Gresham,16022,1835.55,29.0
46279,Auburn Gresham,16022,4365.5,42.0
46280,Auburn Gresham,16022,1935.63,42.0
46281,Auburn Gresham,16022,5408.0,62.0
46282,Auburn Gresham,16022,1532.3,62.0
46283,Auburn Gresham,16022,1478.25,48.0
46284,Auburn Gresham,16022,1978.5,21.0
46285,Auburn Gresham,16022,4115.5,74.0
46286,Auburn Gresham,16022,3050.0,74.0
46287,Auburn Gresham,16022,2236.67,5.0
46288,Auburn Gresham,16022,1967.06,101.0
46289,Auburn Gresham,16022,1580.79,66.0
46290,Auburn Gresham,16022,1634.88,80.0
46291,Auburn Gresham,16022,1813.54,72.0
46292,Auburn Gresham,16022,2035.67,24.0
46293,Auburn Gresham,16022,1595.2,46.0
46294,Auburn Gresham,16022,7717.0,53.0
46295,Auburn Gresham,16022,1598.6,53.0
46296,Auburn Gresham,16022,1649.38,68.0
46297,Auburn Gresham,16022,1786.0,81.0
46298,Auburn Gresham,16022,1627.67,52.0
46299,Auburn Gresham,16022,1482.9,38.0
46300,Auburn Gresham,16022,2285.0,59.0
46301,Auburn Gresham,16022,1465.0,59.0
46302,Auburn Gresham,16022,309.5,57.0
46303,Auburn Gresham,16022,1662.65,57.0
46304,Auburn Gresham,16022,2630.0,44.0
46305,Auburn Gresham,16022,3954.23,96.0
46306,Auburn Gresham,16022,1028.5,96.0
46307,Auburn Gresham,16022,3270.64,87.0
46308,Auburn Gresham,16022,1648.83,87.0
46309,Auburn Gresham,16022,3421.0,74.0
46310,Auburn Gresham,16022,1977.3,74.0
46311,Auburn Gresham,16022,3216.27,104.0
46312,Auburn Gresham,16022,1976.85,55.0
46313,Auburn Gresham,16022,3634.75,71.0
46314,Auburn Gresham,16022,1670.0,71.0
46315,Auburn Gresham,16022,1893.17,49.0
46316,Auburn Gresham,16022,1499.15,41.0
46317,Auburn Gresham,16022,1610.93,50.0
46318,Auburn Gresham,16022,1476.14,15.0
46319,Auburn Gresham,16022,1802.25,34.0
46320,Auburn Gresham,16022,2422.0,35.0
46321,Auburn Gresham,16022,2230.5,94.0
46322,Auburn Gresham,16022,3208.75,69.0
46323,Auburn Gresham,16022,1677.4,17.0
46324,Auburn Gresham,16022,4545.5,0.0
46325,Auburn Gresham,16022,3192.33,42.0
46326,Auburn Gresham,16022,1651.44,42.0
46327,Auburn Gresham,16022,4359.17,64.0
46328,Auburn Gresham,16022,1746.2,64.0
46329,Auburn Gresham,16022,3014.0,33.0
46330,Auburn Gresham,16022,1698.88,33.0
46331,Auburn Gresham,16022,2220.33,72.0
46332,Auburn Gresham,16022,2066.0,72.0
46333,Auburn Gresham,16022,2693.0,64.0
46334,Auburn Gresham,16022,1587.27,64.0
46335,Auburn Gresham,16022,1598.85,45.0
46336,Auburn Gresham,16022,1453.77,46.0
46337,Auburn Gresham,16022,1421.5,34.0
46338,Auburn Gresham,16022,2775.0,60.0
46339,Auburn Gresham,16022,1851.8,60.0
46340,Auburn Gresham,16022,2194.5,65.0
46341,Auburn Gresham,16022,1685.71,65.0
46342,Auburn Gresham,16022,1852.0,82.0
46343,Auburn Gresham,16022,1515.13,82.0
46344,Auburn Gresham,16022,3137.0,53.0
46345,Auburn Gresham,16022,1670.86,53.0
46346,Auburn Gresham,16022,1486.53,57.0
46347,Auburn Gresham,16022,3166.0,34.0
46348,Auburn Gresham,16022,1444.0,26.0
46349,Auburn Gresham,16022,1186.0,22.0
46350,Auburn Gresham,16022,3524.0,61.0
46351,Auburn Gresham,16022,1513.14,61.0
46352,Auburn Gresham,16022,1352.0,35.0
46353,Auburn Gresham,16022,1343.0,35.0
46354,Auburn Gresham,16022,2692.33,54.0
46355,Auburn Gresham,16022,1524.0,54.0
46356,Auburn Gresham,16022,41.5,46.0
46357,Auburn Gresham,16022,1508.75,46.0
46358,Auburn Gresham,16022,68.0,48.0
46359,Auburn Gresham,16022,1544.75,48.0
46360,Auburn Gresham,16022,3301.0,50.0
46361,Auburn Gresham,16022,1446.25,50.0
46362,Auburn Gresham,16022,7333.5,37.0
46363,Auburn Gresham,16022,1587.67,37.0
46364,Auburn Gresham,16022,1996.0,45.0
46365,Auburn Gresham,16022,1598.33,45.0
46366,Auburn Gresham,16022,1505.0,64.0
46367,Auburn Gresham,16022,1820.0,64.0
46368,Auburn Gresham,16022,2234.8,45.0
46369,Auburn Gresham,16022,1377.5,45.0
46370,Auburn Gresham,16022,4821.0,15.0
46371,Auburn Gresham,16022,2057.0,71.0
46372,Auburn Gresham,16022,1764.18,71.0
46373,Auburn Gresham,16022,1669.47,53.0
46374,Auburn Gresham,16022,1510.67,57.0
46375,Auburn Gresham,16022,1466.46,50.0
46376,Auburn Gresham,16022,2491.0,38.0
46377,Auburn Gresham,16022,1528.13,54.0
46378,Auburn Gresham,16022,2481.0,31.0
46379,Auburn Gresham,16022,1355.5,31.0
46380,Auburn Gresham,16022,2021.25,20.0
46381,Auburn Gresham,16022,1535.35,22.0
46382,Auburn Gresham,16022,1385.33,42.0
46383,Auburn Gresham,16022,1511.0,32.0
46384,Auburn Gresham,16022,1391.73,32.0
46385,Auburn Gresham,16022,1162.46,33.0
46386,Auburn Gresham,16022,3063.0,48.0
46387,Auburn Gresham,16022,1611.42,48.0
46388,Auburn Gresham,16022,1680.0,38.0
46389,Auburn Gresham,16022,1963.0,32.0
46390,Auburn Gresham,16022,1419.2,32.0
46391,Auburn Gresham,16022,1459.92,35.0
46392,Auburn Gresham,16022,1573.21,34.0
46393,Auburn Gresham,16022,1284.31,41.0
46394,Auburn Gresham,16022,4421.0,52.0
46395,Auburn Gresham,16022,1645.9,52.0
46396,Auburn Gresham,16022,1672.5,49.0
46397,Auburn Gresham,16022,1465.58,52.0
46398,Auburn Gresham,16022,1496.0,33.0
46399,Auburn Gresham,16022,1263.36,41.0
46400,Auburn Gresham,16022,1184.75,17.0
46401,Auburn Gresham,16022,1209.77,25.0
46402,Auburn Gresham,16022,1629.0,43.0
46403,Auburn Gresham,16022,1273.91,69.0
46404,Auburn Gresham,16022,1331.91,29.0
46405,Auburn Gresham,16022,1182.88,11.0
46406,Auburn Gresham,16022,1415.07,51.0
46407,Auburn Gresham,16022,1202.08,34.0
46408,Auburn Gresham,16022,1199.43,15.0
46409,Auburn Gresham,16022,1237.75,28.0
46410,Auburn Gresham,16022,1241.0,21.0
46411,Auburn Gresham,16022,1412.0,41.0
46412,Auburn Gresham,16022,1062.75,20.0
46413,Auburn Gresham,16022,1383.71,19.0
46414,Auburn Gresham,16022,2916.0,43.0
46415,Auburn Gresham,16022,1544.33,27.0
46416,Auburn Gresham,16022,1200.07,40.0
46417,Auburn Gresham,16022,1690.0,12.0
46418,Auburn Gresham,16022,1444.35,41.0
46419,Auburn Gresham,16022,1529.5,33.0
46420,Auburn Gresham,16022,1794.89,19.0
46421,Auburn Gresham,16022,1552.07,45.0
46422,Auburn Gresham,16022,1438.0,30.0
46423,Auburn Gresham,16022,1520.77,53.0
46424,Auburn Gresham,16022,1256.4,53.0
46425,Auburn Gresham,16022,2418.89,77.0
46426,Auburn Gresham,16022,1573.2,77.0
46427,Auburn Gresham,16022,1270.08,45.0
46428,Auburn Gresham,16022,1334.0,40.0
46429,Auburn Gresham,16022,1222.36,36.0
46430,Auburn Gresham,16022,1271.0,33.0
46431,Auburn Gresham,16022,947.0,15.0
46432,Auburn Gresham,16022,949.5,24.0
46433,Auburn Gresham,16022,1077.46,45.0
46434,Auburn Gresham,16022,1318.15,46.0
46435,Auburn Gresham,16022,2227.0,49.0
46436,Auburn Gresham,16022,1108.85,49.0
46437,Auburn Gresham,16022,1280.31,61.0
46438,Auburn Gresham,16022,3891.0,49.0
46439,Auburn Gresham,16022,1210.0,49.0
46440,Auburn Gresham,16022,1329.75,60.0
46441,Auburn Gresham,16022,1173.53,43.0
46442,Auburn Gresham,16022,1445.33,47.0
46443,Auburn Gresham,16022,1347.23,28.0
46444,Auburn Gresham,16022,1501.08,42.0
46445,Auburn Gresham,16022,1038.67,11.0
46446,Auburn Gresham,16022,1016.29,15.0
46447,Auburn Gresham,16022,1162.55,27.0
46448,Auburn Gresham,16022,1735.2,43.0
46449,Auburn Gresham,16022,1311.79,36.0
46450,Auburn Gresham,16022,1489.79,33.0
46451,Auburn Gresham,16022,1326.09,35.0
46452,Auburn Gresham,16022,5288.33,104.0
46453,Auburn Gresham,16022,2016.0,67.0
46454,Auburn Gresham,16022,1673.5,67.0
46455,Auburn Gresham,16022,1349.0,54.0
46456,Auburn Gresham,16022,1695.1,54.0
46457,Auburn Gresham,16022,1461.43,23.0
46458,Auburn Gresham,16022,1520.1,35.0
46459,Auburn Gresham,16022,1445.8,21.0
46460,Auburn Gresham,16022,1601.53,47.0
46461,Auburn Gresham,16022,1532.0,40.0
46462,Auburn Gresham,16022,1336.57,66.0
46463,Auburn Gresham,16022,3063.0,44.0
46464,Auburn Gresham,16022,1364.27,44.0
46465,Auburn Gresham,16022,1399.71,36.0
46466,Auburn Gresham,16022,1425.63,27.0
46467,Auburn Gresham,16022,1937.0,52.0
46468,Auburn Gresham,16022,1299.25,52.0
46469,Auburn Gresham,16022,4622.33,51.0
46470,Auburn Gresham,16022,1571.91,51.0
46471,Auburn Gresham,16022,1418.8,50.0
46472,Auburn Gresham,16022,1332.89,18.0
46473,Auburn Gresham,16022,1467.17,41.0
46474,Auburn Gresham,16022,2921.0,62.0
46475,Auburn Gresham,16022,1547.36,62.0
46476,Auburn Gresham,16022,1787.33,37.0
46477,Auburn Gresham,16022,1841.0,49.0
46478,Auburn Gresham,16022,1347.38,49.0
46479,Auburn Gresham,16022,1504.9,40.0
46480,Auburn Gresham,16022,1547.0,1.0
46481,Auburn Gresham,16022,1292.74,150.0
46482,Auburn Gresham,16022,3138.5,17.0
46483,Auburn Gresham,16022,1395.87,53.0
46484,Auburn Gresham,16022,2098.13,66.0
46485,Auburn Gresham,16022,1819.0,38.0
46486,Auburn Gresham,16022,1913.6,21.0
46487,Auburn Gresham,16022,3858.5,47.0
46488,Auburn Gresham,16022,1387.25,47.0
46489,Auburn Gresham,16022,1256.42,23.0
46490,Auburn Gresham,16022,1364.33,13.0
46491,Auburn Gresham,16022,1944.83,55.0
46492,Auburn Gresham,16022,1188.0,55.0
46493,Auburn Gresham,16022,1769.15,51.0
46494,Auburn Gresham,16022,2027.0,47.0
46495,Auburn Gresham,16022,1782.0,47.0
46496,Auburn Gresham,16022,1758.54,41.0
46497,Auburn Gresham,16022,2011.33,37.0
46498,Auburn Gresham,16022,2678.0,43.0
46499,Auburn Gresham,16022,2066.0,43.0
46500,Auburn Gresham,16022,1510.92,40.0
46501,Auburn Gresham,16022,2617.0,58.0
46502,Auburn Gresham,16022,1954.33,58.0
46503,Auburn Gresham,16022,2342.67,65.0
46504,Auburn Gresham,16022,1686.38,65.0
46505,Auburn Gresham,16022,1092.5,38.0
46506,Auburn Gresham,16022,1829.22,38.0
46507,Auburn Gresham,16022,1592.71,64.0
46508,Auburn Gresham,16022,2494.5,38.0
46509,Auburn Gresham,16022,1650.67,38.0
46510,Auburn Gresham,16022,2710.0,42.0
46511,Auburn Gresham,16022,1412.75,42.0
46512,Auburn Gresham,16022,1615.13,77.0
46513,Auburn Gresham,16022,1567.43,23.0
46514,Auburn Gresham,16022,1777.86,64.0
46515,Auburn Gresham,16022,1726.77,46.0
46516,Auburn Gresham,16022,1980.46,42.0
46517,Auburn Gresham,16022,2966.5,57.0
46518,Auburn Gresham,16022,1424.36,57.0
46519,Auburn Gresham,16022,1643.53,47.0
46520,Auburn Gresham,16022,4243.5,32.0
46521,Auburn Gresham,16022,1747.5,0.0
46522,Auburn Gresham,16022,2113.0,27.0
46523,Auburn Gresham,16022,918.33,59.0
46524,Auburn Gresham,16022,1319.0,13.0
46525,Auburn Gresham,16022,1906.14,47.0
46526,Auburn Gresham,16022,1693.0,32.0
46527,Auburn Gresham,16022,1558.0,33.0
46528,Auburn Gresham,16022,2798.0,52.0
46529,Auburn Gresham,16022,1848.75,52.0
46530,Auburn Gresham,16022,1549.2,39.0
46531,Auburn Gresham,16022,1467.73,0.0
46532,Auburn Gresham,16022,2291.92,80.0
46533,Auburn Gresham,16022,2390.5,58.0
46534,Auburn Gresham,16022,1463.45,58.0
46535,Auburn Gresham,16022,1366.0,21.0
46536,Auburn Gresham,16022,2361.75,21.0
46537,Auburn Gresham,16022,1607.5,56.0
46538,Auburn Gresham,16022,1576.91,56.0
46539,Auburn Gresham,16022,1948.5,40.0
46540,Auburn Gresham,16022,1345.71,40.0
46541,Auburn Gresham,16022,1545.27,38.0
46542,Auburn Gresham,16022,2381.5,30.0
46543,Auburn Gresham,16022,1333.0,30.0
46544,Auburn Gresham,16022,1571.0,61.0
46545,Auburn Gresham,16022,1448.0,36.0
46546,Auburn Gresham,16022,1796.13,36.0
46547,Auburn Gresham,16022,1139.17,38.0
46548,Auburn Gresham,16022,1919.4,41.0
46549,Auburn Gresham,16022,1709.0,33.0
46550,Auburn Gresham,16022,1142.67,33.0
46551,Auburn Gresham,16022,2709.0,22.0
46552,Auburn Gresham,16022,1752.8,22.0
46553,Auburn Gresham,16022,1635.0,36.0
46554,Auburn Gresham,16022,1569.0,36.0
46555,Auburn Gresham,16022,2469.0,32.0
46556,Auburn Gresham,16022,1847.13,32.0
46557,Auburn Gresham,16022,915.0,27.0
46558,Auburn Gresham,16022,1758.5,27.0
46559,Auburn Gresham,16022,2287.33,37.0
46560,Auburn Gresham,16022,1377.69,37.0
46561,Auburn Gresham,16022,2896.0,31.0
46562,Auburn Gresham,16022,2127.0,31.0
46563,Auburn Gresham,16022,1809.0,66.0
46564,Auburn Gresham,16022,1541.75,26.0
46565,Auburn Gresham,16022,1822.5,66.0
46566,Auburn Gresham,16022,1328.25,50.0
46567,Auburn Gresham,16022,1624.33,65.0
46568,Auburn Gresham,16022,2306.0,38.0
46569,Auburn Gresham,16022,1546.3,38.0
46570,Auburn Gresham,16022,2275.0,45.0
46571,Auburn Gresham,16022,1393.92,45.0
46572,Auburn Gresham,16022,2374.67,56.0
46573,Auburn Gresham,16022,1531.08,56.0
46574,Auburn Gresham,16022,1723.0,62.0
46575,Auburn Gresham,16022,1152.5,55.0
46576,Auburn Gresham,16022,1315.11,55.0
46577,Auburn Gresham,16022,1424.83,20.0
46578,Auburn Gresham,16022,991.4,20.0
46579,Auburn Gresham,16022,1189.6,10.0
46580,Auburn Gresham,16022,1243.0,24.0
46581,Auburn Gresham,16022,1226.38,25.0
46582,Auburn Gresham,16022,1191.73,37.0
46583,Auburn Gresham,16022,1262.2,36.0
46584,Auburn Gresham,16022,1345.11,27.0
46585,Auburn Gresham,16022,1116.67,14.0
46586,Auburn Gresham,16022,1112.67,8.0
46587,Auburn Gresham,16022,1803.0,31.0
46588,Auburn Gresham,16022,1091.75,15.0
46589,Auburn Gresham,16022,1659.9,47.0
46590,Auburn Gresham,16022,2525.0,74.0
46591,Auburn Gresham,16022,1568.27,74.0
46592,Auburn Gresham,16022,1573.33,68.0
46593,Auburn Gresham,16022,1082.58,36.0
46594,Auburn Gresham,16022,1319.57,41.0
46595,Auburn Gresham,16022,1632.67,39.0
46596,Auburn Gresham,16022,1300.56,44.0
46597,Auburn Gresham,16022,1712.0,56.0
46598,Auburn Gresham,16022,1498.62,56.0
46599,Auburn Gresham,16022,900.91,28.0
46600,Auburn Gresham,16022,1816.33,46.0
46601,Auburn Gresham,16022,1525.53,46.0
46602,Auburn Gresham,16022,1507.5,35.0
46603,Auburn Gresham,16022,1367.5,32.0
46604,Auburn Gresham,16022,1696.0,38.0
46605,Auburn Gresham,16022,1875.5,71.0
46606,Auburn Gresham,16022,1216.0,71.0
46607,Auburn Gresham,16022,1367.75,68.0
46608,Auburn Gresham,16022,1507.5,32.0
46609,Auburn Gresham,16022,1824.0,42.0
46610,Auburn Gresham,16022,1257.2,42.0
46611,Auburn Gresham,16022,1295.05,61.0
46612,Auburn Gresham,16022,1347.0,25.0
46613,Auburn Gresham,16022,1227.17,25.0
46614,Auburn Gresham,16022,2117.0,14.0
46615,Auburn Gresham,16022,1417.5,33.0
46616,Auburn Gresham,16022,1798.25,27.0
46617,Auburn Gresham,16022,1300.29,27.0
46618,Auburn Gresham,16022,1446.5,18.0
46619,Auburn Gresham,16022,1565.0,18.0
46620,Auburn Gresham,16022,1520.0,18.0
46621,Auburn Gresham,16022,1524.17,24.0
46622,Auburn Gresham,16022,1648.5,68.0
46623,Auburn Gresham,16022,1741.36,68.0
46624,Auburn Gresham,16022,1383.56,38.0
46625,Auburn Gresham,16022,1451.87,30.0
46626,Auburn Gresham,16022,1575.75,50.0
46627,Auburn Gresham,16022,1733.77,57.0
46628,Auburn Gresham,16022,1421.22,50.0
46629,Auburn Gresham,16022,1359.38,69.0
46630,Auburn Gresham,16022,2180.0,63.0
46631,Auburn Gresham,16022,1385.64,63.0
46632,Auburn Gresham,16022,1602.0,42.0
46633,Auburn Gresham,16022,1447.14,35.0
46634,Auburn Gresham,16022,1931.33,76.0
46635,Auburn Gresham,16022,1449.7,76.0
46636,Auburn Gresham,16022,2030.5,34.0
46637,Auburn Gresham,16022,1546.75,34.0
46638,Auburn Gresham,16022,1459.9,37.0
46639,Auburn Gresham,16022,1640.4,33.0
46640,Auburn Gresham,16022,1297.15,31.0
46641,Auburn Gresham,16022,1556.8,63.0
46642,Auburn Gresham,16022,1412.76,52.0
46643,Auburn Gresham,16022,1466.84,64.0
46644,Auburn Gresham,16022,1319.71,22.0
46645,Auburn Gresham,16022,2487.0,27.0
46646,Auburn Gresham,16022,1101.5,27.0
46647,Auburn Gresham,16022,2511.0,30.0
46648,Auburn Gresham,16022,1334.75,30.0
46649,Auburn Gresham,16022,1106.29,25.0
46650,Auburn Gresham,16022,1389.5,23.0
46651,Auburn Gresham,16022,1495.6,40.0
46652,Auburn Gresham,16022,1412.84,43.0
46653,Auburn Gresham,16022,1239.5,35.0
46654,Auburn Gresham,16022,1434.0,34.0
46655,Auburn Gresham,16022,645.0,39.0
46656,Auburn Gresham,16022,1377.64,39.0
46657,Beverly,40107,392.0,2.0
46658,Beverly,40107,1154.33,8.0
46659,Beverly,40107,1895.5,47.0
46660,Beverly,40107,2178.0,112.0
46661,Beverly,40107,3950.13,9250.0
46662,Beverly,40107,2210.86,29.0
46663,Beverly,40107,1813.6,22.0
46664,Beverly,40107,1718.0,26.0
46665,Beverly,40107,1757.36,25.0
46666,Beverly,40107,1857.38,76.0
46667,Beverly,40107,1945.18,41.0
46668,Beverly,40107,2797.88,34.0
46669,Beverly,40107,2609.43,20.0
46670,Beverly,40107,1870.88,29.0
46671,Beverly,40107,1793.5,26.0
46672,Beverly,40107,1697.8,36.0
46673,Beverly,40107,1603.9,27.0
46674,Beverly,40107,1512.09,30.0
46675,Beverly,40107,1692.69,40.0
46676,Beverly,40107,1594.75,112.0
46677,Beverly,40107,1755.79,87.0
46678,Beverly,40107,1475.38,109.0
46679,Beverly,40107,1439.0,69.0
46680,Beverly,40107,1293.91,32.0
46681,Beverly,40107,1403.86,47.0
46682,Beverly,40107,1313.93,27.0
46683,Beverly,40107,2047.62,43.0
46684,Beverly,40107,2400.5,22.0
46685,Beverly,40107,2645.79,46.0
46686,Beverly,40107,2405.25,24.0
46687,Beverly,40107,1531.2,25.0
46688,Beverly,40107,1845.42,95.0
46689,Beverly,40107,1905.12,43.0
46690,Beverly,40107,3738.83,20.0
46691,Beverly,40107,2043.43,16.0
46692,Beverly,40107,1972.75,27.0
46693,Beverly,40107,1863.27,28.0
46694,Beverly,40107,1629.86,39.0
46695,Beverly,40107,1927.83,19.0
46696,Beverly,40107,1483.0,12.0
46697,Beverly,40107,3089.43,19.0
46698,Beverly,40107,1899.94,40.0
46699,Beverly,40107,1876.0,49.0
46700,Beverly,40107,1762.57,67.0
46701,Beverly,40107,2273.93,42.0
46702,Beverly,40107,1955.65,78.0
46703,Beverly,40107,2178.7,54.0
46704,Beverly,40107,1717.13,54.0
46705,Beverly,40107,1561.93,30.0
46706,Beverly,40107,1430.7,35.0
46707,Beverly,40107,1591.55,125.0
46708,Beverly,40107,1205.75,9.0
46709,Beverly,40107,1496.67,17.0
46710,Beverly,40107,1611.0,20.0
46711,Beverly,40107,1430.78,111.0
46712,Beverly,40107,1650.85,136.0
46713,Beverly,40107,1483.28,78.0
46714,Beverly,40107,1109.0,10.0
46715,Beverly,40107,1669.5,2.0
46716,Beverly,40107,4260.0,97.0
46717,Beverly,40107,2341.58,97.0
46718,Beverly,40107,2198.21,103.0
46719,Beverly,40107,2128.5,58.0
46720,Beverly,40107,2406.75,52.0
46721,Beverly,40107,2221.0,50.0
46722,Beverly,40107,4160.0,78.0
46723,Beverly,40107,2075.68,78.0
46724,Beverly,40107,1691.93,49.0
46725,Beverly,40107,1558.86,71.0
46726,Beverly,40107,1616.29,83.0
46727,Beverly,40107,941.67,4.0
46728,Beverly,40107,1829.96,75.0
46729,Beverly,40107,2040.8,22.0
46730,Beverly,40107,1810.14,21.0
46731,Beverly,40107,2142.85,35.0
46732,Beverly,40107,1956.59,93.0
46733,Beverly,40107,1792.8,25.0
46734,Beverly,40107,1304.4,30.0
46735,Beverly,40107,3957.0,76.0
46736,Beverly,40107,1536.68,76.0
46737,Beverly,40107,2781.0,76.0
46738,Beverly,40107,1686.92,76.0
46739,Beverly,40107,1252.33,50.0
46740,Beverly,40107,1224.58,22.0
46741,Beverly,40107,2571.5,58.0
46742,Beverly,40107,1480.16,58.0
46743,Beverly,40107,1445.15,92.0
46744,Beverly,40107,1752.17,145.0
46745,Beverly,40107,1723.12,145.0
46746,Beverly,40107,1822.8,173.0
46747,Beverly,40107,1664.58,173.0
46748,Beverly,40107,2535.5,161.0
46749,Beverly,40107,1348.57,161.0
46750,Beverly,40107,1386.38,47.0
46751,Beverly,40107,4306.0,83.0
46752,Beverly,40107,1956.0,83.0
46753,Beverly,40107,1492.22,83.0
46754,Beverly,40107,1556.95,70.0
46755,Beverly,40107,1503.11,54.0
46756,Beverly,40107,3679.0,125.0
46757,Beverly,40107,1462.34,125.0
46758,Beverly,40107,2278.0,139.0
46759,Beverly,40107,1512.63,139.0
46760,Beverly,40107,2037.33,121.0
46761,Beverly,40107,1601.35,121.0
46762,Beverly,40107,2593.67,105.0
46763,Beverly,40107,1430.43,105.0
46764,Beverly,40107,3527.0,117.0
46765,Beverly,40107,1403.04,117.0
46766,Beverly,40107,1837.0,34.0
46767,Beverly,40107,1359.33,34.0
46768,Beverly,40107,2225.11,154.0
46769,Beverly,40107,1464.87,154.0
46770,Beverly,40107,4404.0,13.0
46771,Beverly,40107,1644.75,13.0
46772,Beverly,40107,2126.5,16.0
46773,Beverly,40107,1613.78,30.0
46774,Beverly,40107,1858.65,67.0
46775,Beverly,40107,1948.0,79.0
46776,Beverly,40107,1697.53,79.0
46777,Beverly,40107,1705.57,80.0
46778,Beverly,40107,1505.17,44.0
46779,Beverly,40107,1064.6,12.0
46780,Beverly,40107,1860.36,32.0
46781,Beverly,40107,2077.73,40.0
46782,Beverly,40107,1923.09,31.0
46783,Beverly,40107,1916.39,72.0
46784,Beverly,40107,2020.95,65.0
46785,Beverly,40107,2321.71,37.0
46786,Beverly,40107,1829.3,26.0
46787,Beverly,40107,1709.6,16.0
46788,Beverly,40107,1165.25,40.0
46789,Beverly,40107,4025.8,57.0
46790,Beverly,40107,1196.0,57.0
46791,Beverly,40107,1757.7,42.0
46792,Beverly,40107,2696.31,39.0
46793,Beverly,40107,1652.08,39.0
46794,Beverly,40107,1854.56,42.0
46795,Beverly,40107,2399.15,67.0
46796,Beverly,40107,1598.56,25.0
46797,Beverly,40107,1654.0,21.0
46798,Beverly,40107,1900.0,69.0
46799,Beverly,40107,1764.05,69.0
46800,Beverly,40107,2552.88,20.0
46801,Beverly,40107,2149.17,84.0
46802,Beverly,40107,2641.0,77.0
46803,Beverly,40107,1312.58,77.0
