,COMMUNITY AREA NAME,PER CAPITA INCOME,THERM MEAN 2010,TOTAL POPULATION
12038,Irving Park,26713,1428.75,144.0
12039,Irving Park,26713,1931.2,144.0
12040,Irving Park,26713,1694.0,105.0
12041,Irving Park,26713,1367.13,105.0
12042,Irving Park,26713,1801.0,47.0
12043,Irving Park,26713,1759.0,47.0
12044,Irving Park,26713,1501.67,0.0
12045,Irving Park,26713,1143.5,17.0
12046,Irving Park,26713,6381.25,140.0
12047,Irving Park,26713,1310.71,140.0
12048,Irving Park,26713,1211.7,140.0
12049,Irving Park,26713,5512.57,68.0
12050,Irving Park,26713,2359.0,68.0
12051,Irving Park,26713,1784.8,10.0
12052,Irving Park,26713,1276.0,24.0
12053,Irving Park,26713,1814.0,38.0
12054,Irving Park,26713,1530.25,38.0
12055,Irving Park,26713,1582.2,24.0
12056,Irving Park,26713,1133.0,24.0
12057,Irving Park,26713,1390.0,22.0
12058,Irving Park,26713,1327.4,22.0
12059,Irving Park,26713,4787.5,0.0
12060,Irving Park,26713,1669.38,85.0
12061,Irving Park,26713,1461.25,85.0
12062,Irving Park,26713,1744.33,79.0
12063,Irving Park,26713,1559.89,79.0
12064,Irving Park,26713,2290.07,98.0
12065,Irving Park,26713,1229.6,98.0
12066,Irving Park,26713,1958.67,107.0
12067,Irving Park,26713,1311.87,107.0
12068,Irving Park,26713,1670.17,73.0
12069,Irving Park,26713,1547.2,68.0
12070,Irving Park,26713,1323.33,68.0
12071,Irving Park,26713,1481.8,52.0
12072,Irving Park,26713,1750.0,40.0
12073,Irving Park,26713,1391.0,40.0
12074,Irving Park,26713,3627.5,71.0
12075,Irving Park,26713,885.83,71.0
12076,Irving Park,26713,2812.5,58.0
12077,Irving Park,26713,1363.2,58.0
12078,Irving Park,26713,1854.17,53.0
12079,Irving Park,26713,1791.13,92.0
12080,Irving Park,26713,1420.0,92.0
12081,Irving Park,26713,2411.0,37.0
12082,Irving Park,26713,1326.0,37.0
12083,Irving Park,26713,3610.0,34.0
12084,Dunning,26347,1610.0,51.0
12085,Dunning,26347,4367.0,45.0
12086,Dunning,26347,1353.0,58.0
12087,Dunning,26347,5884.05,18478.0
12088,Dunning,26347,2577.33,103.0
12089,Dunning,26347,1114.8,207.0
12090,Dunning,26347,377.0,57.0
12091,Dunning,26347,2125.3,440.0
12092,Dunning,26347,1237.71,45.0
12093,Dunning,26347,14356.0,440.0
12094,Dunning,26347,1324.4,76.0
12095,Dunning,26347,1891.0,95.0
12096,Dunning,26347,1713.25,39.0
12097,Dunning,26347,1467.56,56.0
12098,Dunning,26347,1888.0,89.0
12099,Dunning,26347,1375.21,89.0
12100,Dunning,26347,1306.59,57.0
12101,Dunning,26347,1454.44,82.0
12102,Dunning,26347,1413.72,75.0
12103,Dunning,26347,2410.0,87.0
12104,Dunning,26347,1424.0,87.0
12105,Dunning,26347,1454.61,81.0
12106,Dunning,26347,1516.0,57.0
12107,Dunning,26347,2034.5,56.0
12108,Dunning,26347,1380.94,56.0
12109,Dunning,26347,1466.65,67.0
12110,Dunning,26347,1517.17,65.0
12111,Dunning,26347,1520.67,64.0
12112,Dunning,26347,2204.0,79.0
12113,Dunning,26347,2085.0,64.0
12114,Dunning,26347,1364.42,79.0
12115,Dunning,26347,1463.83,65.0
12116,Dunning,26347,1537.61,59.0
12117,Dunning,26347,1345.22,54.0
12118,Dunning,26347,1584.61,63.0
12119,Dunning,26347,1399.17,95.0
12120,Dunning,26347,2417.0,39.0
12121,Dunning,26347,1517.27,39.0
12122,Dunning,26347,1352.0,20.0
12123,Dunning,26347,1018.4,20.0
12124,Dunning,26347,1304.31,55.0
12125,Dunning,26347,1296.56,64.0
12126,Dunning,26347,1451.41,55.0
12127,Dunning,26347,1461.76,69.0
12128,Dunning,26347,1260.56,66.0
12129,Dunning,26347,1738.0,72.0
12130,Dunning,26347,1444.94,72.0
12131,Dunning,26347,2161.25,63.0
12132,Dunning,26347,1393.87,63.0
12133,Dunning,26347,1906.0,52.0
12134,Dunning,26347,988.36,52.0
12135,Dunning,26347,1751.0,29.0
12136,Dunning,26347,1023.0,29.0
12137,Dunning,26347,2241.5,72.0
12138,Dunning,26347,1252.17,72.0
12139,Dunning,26347,1309.93,69.0
12140,Dunning,26347,56.5,56.0
12141,Dunning,26347,1634.0,56.0
12142,Dunning,26347,78.0,63.0
12143,Dunning,26347,1517.39,63.0
12144,Dunning,26347,1296.53,65.0
12145,Dunning,26347,1491.06,56.0
12146,Dunning,26347,1299.93,40.0
12147,Dunning,26347,1369.69,53.0
12148,Dunning,26347,1399.0,53.0
12149,Dunning,26347,1516.0,53.0
12150,Dunning,26347,1308.5,42.0
12151,Dunning,26347,4517.5,38.0
12152,Dunning,26347,1194.0,38.0
12153,Dunning,26347,3894.5,56.0
12154,Dunning,26347,1719.64,56.0
12155,Dunning,26347,2220.63,79.0
12156,Dunning,26347,847.29,139.0
12157,Dunning,26347,838.67,139.0
12158,Dunning,26347,715.78,54.0
12159,Dunning,26347,959.0,54.0
12160,Dunning,26347,837.0,38.0
12161,Dunning,26347,752.63,38.0
12162,Dunning,26347,4444.5,77.0
12163,Dunning,26347,1346.0,45.0
12164,Dunning,26347,1190.36,45.0
12165,Dunning,26347,1367.2,87.0
12166,Dunning,26347,1583.67,107.0
12167,Dunning,26347,1410.73,107.0
12168,Dunning,26347,1301.06,74.0
12169,Dunning,26347,1593.0,60.0
12170,Dunning,26347,1379.0,60.0
12171,Dunning,26347,1524.0,86.0
12172,Dunning,26347,1655.24,86.0
12173,Dunning,26347,1815.25,79.0
12174,Dunning,26347,1343.43,79.0
12175,Dunning,26347,2323.5,31.0
12176,Dunning,26347,1124.67,31.0
12177,Dunning,26347,1671.25,21.0
12178,Dunning,26347,1288.44,64.0
12179,Dunning,26347,1357.94,62.0
12180,Dunning,26347,1400.5,66.0
12181,Dunning,26347,1441.13,66.0
12182,Dunning,26347,1393.73,46.0
12183,Dunning,26347,1365.0,48.0
12184,Dunning,26347,3684.5,22.0
12185,Dunning,26347,1217.18,22.0
12186,Dunning,26347,8337.5,265.0
12187,Dunning,26347,1750.11,265.0
12188,Dunning,26347,1268.89,265.0
12189,Dunning,26347,1617.0,96.0
12190,Dunning,26347,1245.77,96.0
12191,Dunning,26347,1914.33,314.0
12192,Dunning,26347,1146.51,314.0
12193,Dunning,26347,1559.14,126.0
12194,Dunning,26347,1560.33,126.0
12195,Dunning,26347,1245.8,43.0
12196,Dunning,26347,1319.94,50.0
12197,Dunning,26347,1534.0,34.0
12198,Dunning,26347,1210.18,34.0
12199,Dunning,26347,1507.67,68.0
12200,Dunning,26347,1217.4,68.0
12201,Dunning,26347,1429.35,60.0
12202,Dunning,26347,892.33,73.0
12203,Dunning,26347,1354.24,73.0
12204,Dunning,26347,1100.3,60.0
12205,Dunning,26347,2155.33,10.0
12206,Dunning,26347,1174.5,34.0
12207,Dunning,26347,1669.0,63.0
12208,Dunning,26347,1303.68,63.0
12209,Dunning,26347,1192.8,63.0
12210,Dunning,26347,2052.0,78.0
12211,Dunning,26347,1189.94,78.0
12212,Dunning,26347,1741.5,56.0
12213,Dunning,26347,1249.87,56.0
12214,Dunning,26347,1200.56,51.0
12215,Dunning,26347,1330.81,48.0
12216,Dunning,26347,1370.72,80.0
12217,Dunning,26347,1139.5,56.0
12218,Dunning,26347,4154.33,87.0
12219,Dunning,26347,1097.0,87.0
12220,Dunning,26347,1860.0,42.0
12221,Dunning,26347,1236.58,42.0
12222,Dunning,26347,1141.57,51.0
12223,Dunning,26347,1057.23,49.0
12224,Dunning,26347,1057.78,45.0
12225,Dunning,26347,1174.3,62.0
12226,Dunning,26347,1146.14,58.0
12227,Dunning,26347,1450.37,95.0
12228,Dunning,26347,1806.0,47.0
12229,Dunning,26347,1201.08,47.0
12230,Dunning,26347,1128.44,53.0
12231,Dunning,26347,1205.05,53.0
12232,Dunning,26347,1335.9,70.0
12233,Dunning,26347,1264.11,54.0
12234,Dunning,26347,1859.0,58.0
12235,Dunning,26347,1090.53,58.0
12236,Dunning,26347,1519.27,78.0
12237,Dunning,26347,3706.5,71.0
12238,Dunning,26347,1515.33,71.0
12239,Dunning,26347,2815.0,36.0
12240,Dunning,26347,1100.33,36.0
12241,Dunning,26347,1420.68,61.0
12242,Dunning,26347,1385.82,64.0
12243,Dunning,26347,1155.0,53.0
12244,Dunning,26347,1111.85,42.0
12245,Dunning,26347,1839.0,61.0
12246,Dunning,26347,1276.38,61.0
12247,Dunning,26347,1471.5,57.0
12248,Dunning,26347,1118.0,57.0
12249,Dunning,26347,1908.0,50.0
12250,Dunning,26347,1134.21,50.0
12251,Dunning,26347,1288.78,55.0
12252,Dunning,26347,1205.72,43.0
12253,Dunning,26347,1322.0,66.0
12254,Dunning,26347,1362.67,66.0
12255,Dunning,26347,1593.33,62.0
12256,Dunning,26347,1326.93,62.0
12257,Dunning,26347,941.0,36.0
12258,Dunning,26347,1147.08,36.0
12259,Dunning,26347,1686.5,56.0
12260,Dunning,26347,1149.59,56.0
12261,Dunning,26347,1145.21,50.0
12262,Dunning,26347,1340.06,56.0
12263,Dunning,26347,1072.83,66.0
12264,Dunning,26347,2362.5,69.0
12265,Dunning,26347,1286.0,69.0
12266,Dunning,26347,2740.4,54.0
12267,Dunning,26347,1190.93,56.0
12268,Dunning,26347,1490.0,49.0
12269,Dunning,26347,1160.93,49.0
12270,Dunning,26347,1708.25,48.0
12271,Dunning,26347,1153.58,48.0
12272,Dunning,26347,1542.0,55.0
12273,Dunning,26347,1125.93,55.0
12274,Dunning,26347,1466.0,35.0
12275,Dunning,26347,1237.5,35.0
12276,Dunning,26347,2084.0,76.0
12277,Dunning,26347,1299.42,76.0
12278,Dunning,26347,1243.5,49.0
12279,Dunning,26347,2002.5,53.0
12280,Dunning,26347,2561.0,49.0
12281,Dunning,26347,1149.07,53.0
12282,Dunning,26347,1245.27,55.0
12283,Dunning,26347,1199.76,57.0
12284,Dunning,26347,1930.0,59.0
12285,Dunning,26347,6482.0,63.0
12286,Dunning,26347,1125.0,43.0
12287,Dunning,26347,1314.0,54.0
12288,Dunning,26347,1197.82,59.0
12289,Dunning,26347,1752.4,76.0
12290,Dunning,26347,1301.29,76.0
12291,Dunning,26347,1378.11,93.0
12292,Dunning,26347,1370.85,66.0
12293,Dunning,26347,2492.5,61.0
12294,Dunning,26347,1264.11,61.0
12295,Dunning,26347,3261.0,81.0
12296,Dunning,26347,1221.41,81.0
12297,Dunning,26347,1379.5,66.0
12298,Dunning,26347,1869.5,58.0
12299,Dunning,26347,1118.12,58.0
12300,Dunning,26347,1116.17,18.0
12301,Dunning,26347,1360.33,26.0
12302,Dunning,26347,1172.79,58.0
12303,Dunning,26347,1088.59,59.0
12304,Dunning,26347,1047.61,41.0
12305,Dunning,26347,1156.88,47.0
12306,Dunning,26347,1202.94,52.0
12307,Dunning,26347,5042.75,80.0
12308,Dunning,26347,1891.0,80.0
12309,Dunning,26347,1157.5,69.0
12310,Dunning,26347,1065.67,49.0
12311,Dunning,26347,1156.39,54.0
12312,Dunning,26347,1167.15,56.0
12313,Dunning,26347,1128.47,60.0
12314,Dunning,26347,1227.47,58.0
12315,Dunning,26347,1324.21,67.0
12316,Dunning,26347,1368.57,26.0
12317,Dunning,26347,2252.5,82.0
12318,Dunning,26347,1196.4,82.0
12319,Dunning,26347,1188.35,68.0
12320,Dunning,26347,946.9,58.0
12321,Dunning,26347,1071.91,57.0
12322,Dunning,26347,1100.95,62.0
12323,Dunning,26347,1061.52,59.0
12324,Dunning,26347,1986.0,55.0
12325,Dunning,26347,1147.33,55.0
12326,Dunning,26347,1147.92,61.0
12327,Dunning,26347,1070.45,32.0
12328,Dunning,26347,1141.22,34.0
12329,Dunning,26347,1191.45,24.0
12330,Dunning,26347,1054.0,33.0
12331,Dunning,26347,1182.73,42.0
12332,Dunning,26347,1019.36,34.0
12333,Dunning,26347,4954.33,170.0
12334,Dunning,26347,1315.89,170.0
12335,Dunning,26347,1225.43,31.0
12336,Dunning,26347,2544.5,38.0
12337,Dunning,26347,1536.0,38.0
12338,Dunning,26347,1085.8,60.0
12339,Dunning,26347,1131.87,60.0
12340,Dunning,26347,1025.38,68.0
12341,Dunning,26347,1003.96,65.0
12342,Dunning,26347,1145.86,73.0
12343,Dunning,26347,1268.24,69.0
12344,Dunning,26347,1099.35,69.0
12345,Dunning,26347,1326.18,56.0
12346,Dunning,26347,953.56,28.0
12347,Dunning,26347,1035.18,28.0
12348,Dunning,26347,1216.91,34.0
12349,Dunning,26347,1195.9,29.0
12350,Dunning,26347,1008.45,40.0
12351,Dunning,26347,2108.0,28.0
12352,Dunning,26347,1099.0,28.0
12353,Dunning,26347,1010.8,18.0
12354,Dunning,26347,993.5,20.0
12355,Dunning,26347,2405.0,18.0
12356,Dunning,26347,817.4,18.0
12357,Dunning,26347,1668.33,35.0
12358,Dunning,26347,1117.64,29.0
12359,Dunning,26347,1289.0,19.0
12360,Dunning,26347,2893.0,66.0
12361,Dunning,26347,1373.88,66.0
12362,Dunning,26347,1126.31,34.0
12363,Dunning,26347,1057.25,32.0
12364,Dunning,26347,4925.0,69.0
12365,Dunning,26347,1037.0,24.0
12366,Dunning,26347,1117.8,48.0
12367,Dunning,26347,1710.5,33.0
12368,Dunning,26347,6490.0,13.0
12369,Dunning,26347,1230.78,44.0
12370,Dunning,26347,1251.38,24.0
12371,Dunning,26347,1029.8,25.0
12372,Dunning,26347,1046.0,25.0
12373,Dunning,26347,1163.43,31.0
12374,Dunning,26347,1154.4,60.0
12375,Dunning,26347,1158.0,71.0
12376,Dunning,26347,1037.77,69.0
12377,Dunning,26347,1197.1,93.0
12378,Dunning,26347,1035.0,27.0
12379,Dunning,26347,1263.13,32.0
12380,Dunning,26347,952.3,30.0
12381,Dunning,26347,1444.67,17.0
12382,Dunning,26347,1299.71,35.0
12383,Dunning,26347,970.27,25.0
12384,Dunning,26347,1066.38,55.0
12385,Dunning,26347,1046.56,42.0
12386,Dunning,26347,2482.17,71.0
12387,Dunning,26347,1061.21,50.0
12388,Dunning,26347,925.86,17.0
12389,Dunning,26347,1416.55,28.0
12390,Dunning,26347,977.67,8.0
12391,Dunning,26347,1029.63,20.0
12392,Dunning,26347,1293.0,50.0
12393,Dunning,26347,5120.67,110.0
12394,Dunning,26347,1176.0,110.0
12395,Dunning,26347,1282.58,373.0
12396,Dunning,26347,894.13,373.0
12397,Dunning,26347,1239.0,23.0
12398,Dunning,26347,1283.68,61.0
12399,Dunning,26347,1069.5,83.0
12400,Dunning,26347,1162.19,34.0
12401,Dunning,26347,836.0,41.0
12402,Dunning,26347,2014.22,64.0
12403,Dunning,26347,1784.33,64.0
12404,Dunning,26347,2253.23,47.0
12405,Dunning,26347,1186.06,47.0
12406,Dunning,26347,2648.25,64.0
12407,Dunning,26347,2881.18,96.0
12408,Dunning,26347,2626.0,96.0
12409,Dunning,26347,2054.5,71.0
12410,Dunning,26347,1073.91,28.0
12411,Dunning,26347,1095.47,53.0
12412,Dunning,26347,1092.12,60.0
12413,Dunning,26347,1845.0,30.0
12414,Dunning,26347,1139.33,30.0
12415,Dunning,26347,933.1,32.0
12416,Dunning,26347,869.5,40.0
12417,Dunning,26347,1060.19,44.0
12418,Dunning,26347,1028.27,36.0
12419,Dunning,26347,1088.44,33.0
12420,Dunning,26347,1108.5,5.0
12421,Dunning,26347,941.36,34.0
12422,Dunning,26347,1295.75,17.0
12423,Dunning,26347,1196.96,89.0
12424,Dunning,26347,1083.84,40.0
12425,Dunning,26347,999.74,50.0
12426,Dunning,26347,1168.86,32.0
12427,Dunning,26347,1278.31,88.0
12428,Dunning,26347,1217.07,77.0
12429,Dunning,26347,1253.79,49.0
12430,Dunning,26347,1228.58,35.0
12431,Dunning,26347,1093.3,32.0
12432,Dunning,26347,1106.55,31.0
12433,Dunning,26347,1120.22,30.0
12434,Dunning,26347,1180.62,42.0
12435,Dunning,26347,3275.5,18.0
12436,Dunning,26347,3466.0,42.0
12437,Dunning,26347,1791.75,28.0
12438,Dunning,26347,966.33,20.0
12439,Dunning,26347,1054.5,18.0
12440,Dunning,26347,1703.8,36.0
12441,Dunning,26347,1026.0,18.0
12442,Dunning,26347,4294.5,35.0
12443,Dunning,26347,3254.17,30.0
12444,Dunning,26347,2834.0,53.0
12445,Dunning,26347,1162.36,28.0
12446,Dunning,26347,1187.17,33.0
12447,Dunning,26347,1040.0,17.0
12448,Dunning,26347,968.08,23.0
12449,Dunning,26347,943.15,17.0
12450,Dunning,26347,1066.91,29.0
12451,Dunning,26347,1114.42,38.0
12452,Dunning,26347,1099.23,40.0
12453,Dunning,26347,1239.54,31.0
12454,Dunning,26347,1047.25,27.0
12455,Dunning,26347,1166.08,38.0
12456,Dunning,26347,1072.69,39.0
12457,Dunning,26347,979.17,22.0
12458,Dunning,26347,1114.0,43.0
12459,Dunning,26347,1190.84,58.0
12460,Dunning,26347,1216.58,66.0
12461,Dunning,26347,1138.18,49.0
12462,Dunning,26347,1123.67,36.0
12463,Dunning,26347,1142.06,56.0
12464,Dunning,26347,1079.53,47.0
12465,Dunning,26347,1013.37,49.0
12466,Dunning,26347,1204.58,64.0
12467,Dunning,26347,1070.0,53.0
12468,Dunning,26347,1052.82,54.0
12469,Dunning,26347,981.29,44.0
12470,Dunning,26347,1097.68,62.0
12471,Dunning,26347,1024.19,49.0
12472,Dunning,26347,1087.13,37.0
12473,Dunning,26347,1136.39,48.0
12474,Dunning,26347,1225.72,60.0
12475,Dunning,26347,1224.0,56.0
12476,Dunning,26347,1048.6,49.0
12477,Dunning,26347,1115.35,54.0
12478,Dunning,26347,1127.68,44.0
12479,Dunning,26347,1180.63,59.0
12480,Dunning,26347,1084.17,44.0
12481,Dunning,26347,1120.03,39.0
12482,Dunning,26347,1084.3,40.0
12483,Dunning,26347,1292.36,30.0
12484,Dunning,26347,1030.18,31.0
12485,Dunning,26347,1313.83,38.0
12486,Dunning,26347,1112.57,38.0
12487,Dunning,26347,1050.64,49.0
12488,Dunning,26347,1051.36,38.0
12489,Dunning,26347,1007.43,38.0
12490,Dunning,26347,1134.44,33.0
12491,Dunning,26347,1193.9,36.0
12492,Dunning,26347,1130.0,36.0
12493,Dunning,26347,1198.93,42.0
12494,Dunning,26347,1861.0,25.0
12495,Dunning,26347,1254.92,25.0
12496,Dunning,26347,2652.5,33.0
12497,Dunning,26347,1022.67,33.0
12498,Dunning,26347,2102.5,43.0
12499,Dunning,26347,1326.5,43.0
12500,Dunning,26347,2315.0,17.0
12501,Dunning,26347,1145.2,17.0
12502,Dunning,26347,1433.0,5.0
12503,Dunning,26347,1193.38,22.0
12504,Dunning,26347,2783.5,48.0
12505,Dunning,26347,1406.0,48.0
12506,Dunning,26347,3262.67,42.0
12507,Dunning,26347,889.83,13.0
12508,Dunning,26347,1152.43,64.0
12509,Dunning,26347,1158.37,57.0
12510,Dunning,26347,1185.65,55.0
12511,Dunning,26347,1172.84,67.0
12512,Dunning,26347,1076.25,20.0
12513,Dunning,26347,955.33,9.0
12514,Dunning,26347,1235.71,14.0
12515,Dunning,26347,1385.4,23.0
12516,Dunning,26347,1016.64,37.0
12517,Dunning,26347,1281.93,40.0
12518,Dunning,26347,1158.24,41.0
12519,Dunning,26347,1135.93,40.0
12520,Dunning,26347,1064.63,53.0
12521,Dunning,26347,959.05,59.0
12522,Dunning,26347,986.05,52.0
12523,Dunning,26347,1009.73,33.0
12524,Dunning,26347,1160.36,28.0
12525,Dunning,26347,1155.17,36.0
12526,Dunning,26347,1215.08,36.0
12527,Dunning,26347,1213.3,29.0
12528,Dunning,26347,1059.36,33.0
12529,Dunning,26347,1053.67,19.0
12530,Dunning,26347,1053.75,15.0
12531,Dunning,26347,1593.86,33.0
12532,Dunning,26347,2360.0,18.0
12533,Dunning,26347,1260.6,18.0
12534,Dunning,26347,983.0,26.0
12535,Dunning,26347,952.57,15.0
12536,Dunning,26347,992.38,25.0
12537,Dunning,26347,1178.86,29.0
12538,Dunning,26347,1272.46,37.0
12539,Dunning,26347,1095.15,49.0
12540,Dunning,26347,931.36,36.0
12541,Dunning,26347,920.86,34.0
12542,Dunning,26347,1238.78,36.0
12543,Dunning,26347,1246.62,45.0
12544,Dunning,26347,1154.0,40.0
12545,Dunning,26347,1115.71,41.0
12546,Dunning,26347,1165.71,44.0
12547,Dunning,26347,1122.2,42.0
12548,Dunning,26347,1068.0,28.0
12549,Dunning,26347,1249.89,30.0
12550,Dunning,26347,1250.75,13.0
12551,Dunning,26347,1179.1,26.0
12552,Dunning,26347,2542.0,57.0
12553,Dunning,26347,2569.0,57.0
12554,Dunning,26347,1010.93,19.0
12555,Dunning,26347,1158.5,22.0
12556,Dunning,26347,2416.88,55.0
12557,Dunning,26347,848.13,17.0
12558,Dunning,26347,1406.0,13.0
12559,Dunning,26347,1300.33,19.0
12560,Dunning,26347,1079.61,45.0
12561,Dunning,26347,1169.06,54.0
12562,Dunning,26347,1192.42,66.0
12563,Dunning,26347,1057.42,45.0
12564,Dunning,26347,1093.82,40.0
12565,Dunning,26347,1235.53,33.0
12566,Dunning,26347,1026.5,21.0
12567,Dunning,26347,1176.7,27.0
12568,Dunning,26347,1515.0,36.0
12569,Dunning,26347,1234.69,77.0
12570,Dunning,26347,1240.36,21.0
12571,Dunning,26347,1163.4,27.0
12572,Dunning,26347,1166.09,32.0
12573,Dunning,26347,2607.0,31.0
12574,Dunning,26347,945.4,31.0
12575,Dunning,26347,1167.9,47.0
12576,Dunning,26347,866.25,30.0
12577,Dunning,26347,1215.73,40.0
12578,Dunning,26347,1453.43,21.0
12579,Dunning,26347,1155.0,27.0
12580,Dunning,26347,4529.0,19.0
12581,Dunning,26347,2779.57,34.0
12582,Dunning,26347,1098.5,30.0
12583,Dunning,26347,1502.29,27.0
12584,Dunning,26347,1069.75,26.0
12585,Dunning,26347,1147.94,49.0
12586,Dunning,26347,1081.06,40.0
12587,Dunning,26347,1112.56,42.0
12588,Dunning,26347,1222.94,52.0
12589,Dunning,26347,1002.81,50.0
12590,Dunning,26347,1153.76,47.0
12591,Dunning,26347,1156.25,39.0
12592,Dunning,26347,1773.0,40.0
12593,Dunning,26347,1092.81,40.0
12594,Dunning,26347,1163.75,63.0
12595,Dunning,26347,1044.84,52.0
12596,Dunning,26347,1103.11,63.0
12597,Dunning,26347,1226.37,58.0
12598,Dunning,26347,1279.94,60.0
12599,Dunning,26347,1147.24,40.0
12600,Dunning,26347,1114.44,50.0
12601,Dunning,26347,1127.35,60.0
12602,Dunning,26347,1184.17,54.0
12603,Dunning,26347,1517.0,39.0
12604,Dunning,26347,1344.07,39.0
12605,Dunning,26347,1069.22,55.0
12606,Dunning,26347,1192.47,51.0
12607,Dunning,26347,1375.0,42.0
12608,Dunning,26347,1025.14,42.0
12609,Dunning,26347,1124.65,58.0
12610,Dunning,26347,1093.82,50.0
12611,Dunning,26347,1090.94,58.0
12612,Dunning,26347,1169.5,41.0
12613,Dunning,26347,1949.0,53.0
12614,Dunning,26347,1137.5,53.0
12615,Dunning,26347,1141.67,29.0
12616,Dunning,26347,990.77,29.0
12617,Dunning,26347,1288.08,40.0
12618,Dunning,26347,1043.77,43.0
12619,Dunning,26347,1123.25,39.0
12620,Dunning,26347,1168.54,35.0
12621,Dunning,26347,2519.0,28.0
12622,Dunning,26347,4322.0,40.0
12623,Dunning,26347,3656.29,65.0
12624,Dunning,26347,2499.5,63.0
12625,Dunning,26347,1106.05,62.0
12626,Dunning,26347,1109.37,70.0
12627,Dunning,26347,1117.75,68.0
12628,Dunning,26347,1090.0,53.0
12629,Dunning,26347,1041.3,62.0
12630,Dunning,26347,2432.25,71.0
12631,Dunning,26347,1014.62,71.0
12632,Dunning,26347,1143.11,43.0
12633,Dunning,26347,1168.3,56.0
12634,Dunning,26347,1064.26,47.0
12635,Dunning,26347,1121.56,69.0
12636,Dunning,26347,1030.41,46.0
12637,Dunning,26347,1309.31,57.0
12638,Dunning,26347,2296.0,62.0
12639,Dunning,26347,1154.24,62.0
12640,Dunning,26347,1187.2,49.0
12641,Dunning,26347,1162.75,28.0
12642,Dunning,26347,1121.92,39.0
12643,Dunning,26347,1229.67,40.0
12644,Dunning,26347,1052.0,22.0
12645,Dunning,26347,1164.62,34.0
12646,Dunning,26347,1047.09,23.0
12647,Dunning,26347,2962.67,39.0
12648,Dunning,26347,3784.0,109.0
12649,Dunning,26347,809.0,39.0
12650,Dunning,26347,2779.0,42.0
12651,Dunning,26347,906.33,42.0
12652,Dunning,26347,1027.2,56.0
12653,Dunning,26347,1232.88,105.0
12654,Dunning,26347,743.8,18.0
12655,Dunning,26347,1370.91,140.0
12656,Dunning,26347,1391.79,55.0
12657,Dunning,26347,1077.5,42.0
12658,Dunning,26347,1089.32,102.0
12659,Dunning,26347,922.57,27.0
12660,Dunning,26347,1011.93,44.0
12661,Dunning,26347,1058.0,64.0
12662,Dunning,26347,3521.0,37.0
12663,Dunning,26347,1095.85,47.0
12664,Dunning,26347,1230.33,39.0
12665,Dunning,26347,1009.4,44.0
12666,Dunning,26347,1097.27,47.0
12667,Dunning,26347,1261.27,110.0
12668,Dunning,26347,1153.22,61.0
12669,Dunning,26347,1086.09,31.0
12670,Dunning,26347,5646.5,49.0
12671,Dunning,26347,1084.64,47.0
12672,Dunning,26347,2482.75,50.0
12673,Dunning,26347,1169.86,47.0
12674,Dunning,26347,1204.5,25.0
12675,Dunning,26347,1055.5,41.0
12676,Dunning,26347,1056.38,41.0
12677,Dunning,26347,1100.18,28.0
12678,Dunning,26347,1158.46,51.0
12679,Dunning,26347,1183.55,110.0
12680,Dunning,26347,1266.0,115.0
12681,Dunning,26347,1304.06,115.0
12682,Dunning,26347,1038.8,61.0
12683,Dunning,26347,1041.27,53.0
12684,Dunning,26347,1119.88,107.0
12685,Dunning,26347,1198.0,17.0
12686,Dunning,26347,1199.83,17.0
12687,Dunning,26347,1270.13,89.0
12688,Dunning,26347,1251.85,87.0
12689,Dunning,26347,4211.25,94.0
12690,Dunning,26347,1044.96,94.0
12691,Dunning,26347,1141.79,65.0
12692,Dunning,26347,1106.93,47.0
12693,Dunning,26347,1183.0,52.0
12694,Dunning,26347,1163.62,48.0
12695,Dunning,26347,1492.0,26.0
12696,Dunning,26347,967.53,34.0
12697,Dunning,26347,1054.47,47.0
12698,Dunning,26347,1353.81,78.0
12699,Dunning,26347,1293.26,46.0
12700,Dunning,26347,1024.47,66.0
12701,Dunning,26347,1251.47,41.0
12702,Dunning,26347,3042.5,48.0
12703,Dunning,26347,1171.53,59.0
12704,Dunning,26347,1184.56,64.0
12705,Dunning,26347,1088.94,50.0
12706,Dunning,26347,1065.0,63.0
12707,Dunning,26347,1033.97,113.0
12708,Dunning,26347,1239.71,74.0
12709,Dunning,26347,1058.43,68.0
12710,Dunning,26347,2280.0,78.0
12711,Dunning,26347,1129.74,78.0
12712,Dunning,26347,1168.58,32.0
12713,Dunning,26347,1134.63,54.0
12714,Dunning,26347,1105.73,42.0
12715,Dunning,26347,1372.18,26.0
12716,Dunning,26347,3305.5,53.0
12717,Dunning,26347,1788.0,53.0
12718,Dunning,26347,6459.5,32.0
12719,Dunning,26347,1288.0,32.0
12720,Dunning,26347,2423.4,25.0
12721,Dunning,26347,1134.71,42.0
12722,Dunning,26347,3177.0,45.0
12723,Dunning,26347,1280.33,45.0
12724,Dunning,26347,2395.5,57.0
12725,Dunning,26347,1192.8,57.0
12726,Dunning,26347,2672.6,55.0
12727,Dunning,26347,2269.5,55.0
12728,Dunning,26347,1301.8,16.0
12729,Dunning,26347,1150.3,59.0
12730,Dunning,26347,1065.9,32.0
12731,Dunning,26347,1248.0,47.0
12732,Dunning,26347,1167.57,84.0
12733,Dunning,26347,1112.56,59.0
12734,Dunning,26347,1120.92,39.0
