,COMMUNITY AREA NAME,PER CAPITA INCOME,KWH MEAN 2010,TOTAL POPULATION
665,West Ridge,21375,20714.0,117.0
666,West Ridge,21375,11058.63,117.0
667,West Ridge,21375,6248.33,117.0
668,West Ridge,21375,17843.55,168.0
669,West Ridge,21375,6057.5,168.0
670,West Ridge,21375,14441.33,69.0
671,West Ridge,21375,9272.83,69.0
672,West Ridge,21375,11260.33,24.0
673,West Ridge,21375,17520.0,112.0
674,West Ridge,21375,10888.57,112.0
675,West Ridge,21375,12694.0,69.0
676,West Ridge,21375,12940.5,69.0
677,West Ridge,21375,10787.8,55.0
678,West Ridge,21375,8219.75,55.0
679,West Ridge,21375,12544.38,86.0
680,West Ridge,21375,13407.5,140.0
681,West Ridge,21375,9176.14,54.0
682,West Ridge,21375,8125.0,97.0
683,West Ridge,21375,15476.67,97.0
684,West Ridge,21375,6521.75,86.0
685,West Ridge,21375,8735.4,86.0
686,West Ridge,21375,9051.0,94.0
687,West Ridge,21375,15882.67,80.0
688,West Ridge,21375,5356.67,80.0
689,West Ridge,21375,11222.67,39.0
690,West Ridge,21375,21970.0,87.0
691,West Ridge,21375,30098.33,87.0
692,West Ridge,21375,11026.0,49.0
693,West Ridge,21375,13057.0,87.0
694,West Ridge,21375,5549.57,87.0
695,West Ridge,21375,40548.0,126.0
696,West Ridge,21375,5339.86,126.0
697,West Ridge,21375,9322.2,12.0
698,West Ridge,21375,13713.06,143.0
699,West Ridge,21375,63901.33,179.0
700,West Ridge,21375,17000.4,179.0
701,West Ridge,21375,9094.83,179.0
702,West Ridge,21375,34483.0,1115.0
703,West Ridge,21375,13484.33,1115.0
704,West Ridge,21375,13949.87,1115.0
705,West Ridge,21375,14054.0,137.0
706,West Ridge,21375,12097.5,137.0
707,West Ridge,21375,8998.0,16.0
708,West Ridge,21375,16922.13,134.0
709,West Ridge,21375,9376.0,134.0
710,West Ridge,21375,8059.71,0.0
711,West Ridge,21375,13352.91,52.0
712,West Ridge,21375,11763.17,51.0
713,West Ridge,21375,12680.73,50.0
714,West Ridge,21375,13206.75,57.0
715,West Ridge,21375,9879.08,46.0
716,West Ridge,21375,13523.64,46.0
717,West Ridge,21375,8675.82,40.0
718,West Ridge,21375,9487.67,28.0
719,West Ridge,21375,9541.25,43.0
720,West Ridge,21375,13127.19,64.0
721,West Ridge,21375,25242.0,270.0
722,West Ridge,21375,12331.28,270.0
723,West Ridge,21375,11989.47,45.0
724,West Ridge,21375,12777.45,527.0
725,West Ridge,21375,10751.27,527.0
726,West Ridge,21375,10080.6,31.0
727,West Ridge,21375,8631.33,30.0
728,West Ridge,21375,7930.67,15.0
729,West Ridge,21375,9885.13,54.0
730,West Ridge,21375,12843.56,73.0
731,West Ridge,21375,9864.75,46.0
732,West Ridge,21375,10556.67,43.0
733,West Ridge,21375,21798.4,78.0
734,West Ridge,21375,28217.0,108.0
735,West Ridge,21375,16323.7,108.0
736,West Ridge,21375,9008.47,85.0
737,West Ridge,21375,8020.67,16.0
738,West Ridge,21375,22253.0,18.0
739,West Ridge,21375,13266.47,525.0
740,West Ridge,21375,9183.14,46.0
741,West Ridge,21375,9909.9,104.0
742,West Ridge,21375,10121.73,90.0
743,West Ridge,21375,13782.5,47.0
744,West Ridge,21375,7984.65,47.0
745,West Ridge,21375,10826.67,33.0
746,West Ridge,21375,9562.63,33.0
747,West Ridge,21375,8734.44,160.0
748,West Ridge,21375,3900.5,160.0
749,West Ridge,21375,44292.0,66.0
750,West Ridge,21375,51738.0,55.0
751,West Ridge,21375,7008.87,61.0
752,West Ridge,21375,8874.44,66.0
753,West Ridge,21375,7796.8,53.0
754,West Ridge,21375,9299.79,52.0
755,West Ridge,21375,10582.41,66.0
756,West Ridge,21375,9145.17,50.0
757,West Ridge,21375,10360.17,74.0
758,West Ridge,21375,11092.78,54.0
759,West Ridge,21375,11183.38,53.0
760,West Ridge,21375,7496.08,25.0
761,West Ridge,21375,12539.0,55.0
762,West Ridge,21375,11765.22,40.0
763,West Ridge,21375,11309.08,41.0
764,West Ridge,21375,11256.42,64.0
765,West Ridge,21375,9225.69,30.0
766,West Ridge,21375,8438.86,35.0
767,West Ridge,21375,8526.53,43.0
768,West Ridge,21375,13094.21,45.0
769,West Ridge,21375,9466.55,31.0
770,West Ridge,21375,10079.81,52.0
771,West Ridge,21375,13456.07,76.0
772,West Ridge,21375,8499.17,27.0
773,West Ridge,21375,8439.58,31.0
774,West Ridge,21375,11105.3,25.0
775,West Ridge,21375,10118.4,30.0
776,West Ridge,21375,11878.06,43.0
777,West Ridge,21375,9616.83,61.0
778,West Ridge,21375,9257.07,45.0
779,West Ridge,21375,8634.36,34.0
780,West Ridge,21375,10189.43,45.0
781,West Ridge,21375,15897.21,47.0
782,West Ridge,21375,14694.13,29.0
783,West Ridge,21375,7930.33,19.0
784,West Ridge,21375,3878.33,246.0
785,West Ridge,21375,7374.0,246.0
786,West Ridge,21375,9383.0,0.0
787,West Ridge,21375,9231.33,72.0
788,West Ridge,21375,6945.0,72.0
789,West Ridge,21375,8557.13,22.0
790,West Ridge,21375,15299.71,31.0
791,West Ridge,21375,7577.67,13.0
792,West Ridge,21375,7753.6,52.0
793,West Ridge,21375,9002.19,41.0
794,West Ridge,21375,10469.89,34.0
795,West Ridge,21375,9196.1,47.0
796,West Ridge,21375,16862.0,82.0
797,West Ridge,21375,8750.2,31.0
798,West Ridge,21375,5539.25,32.0
799,West Ridge,21375,9298.88,21.0
800,West Ridge,21375,13778.89,16.0
801,West Ridge,21375,10396.0,39.0
802,West Ridge,21375,9816.8,39.0
803,West Ridge,21375,10090.83,32.0
804,West Ridge,21375,8343.14,23.0
805,West Ridge,21375,9465.14,23.0
806,West Ridge,21375,4523.83,17.0
807,West Ridge,21375,12547.14,90.0
808,West Ridge,21375,12665.5,16.0
809,West Ridge,21375,10155.5,17.0
810,West Ridge,21375,47974.0,41.0
811,West Ridge,21375,12868.63,25.0
812,West Ridge,21375,7805.43,27.0
813,West Ridge,21375,12068.63,24.0
814,West Ridge,21375,17495.8,28.0
815,West Ridge,21375,8480.43,23.0
816,West Ridge,21375,8012.0,52.0
817,West Ridge,21375,11250.86,52.0
818,West Ridge,21375,9081.67,18.0
819,West Ridge,21375,7023.5,20.0
820,West Ridge,21375,14642.5,28.0
821,West Ridge,21375,8843.43,28.0
822,West Ridge,21375,9226.25,28.0
823,West Ridge,21375,15228.88,28.0
824,West Ridge,21375,8834.75,30.0
825,West Ridge,21375,10974.13,42.0
826,West Ridge,21375,12892.17,38.0
827,West Ridge,21375,6951.8,22.0
828,West Ridge,21375,12885.69,53.0
829,West Ridge,21375,13438.8,36.0
830,West Ridge,21375,7152.75,156.0
831,West Ridge,21375,13352.42,259.0
832,West Ridge,21375,10385.37,121.0
833,West Ridge,21375,16511.0,91.0
834,West Ridge,21375,15138.92,34.0
835,West Ridge,21375,13535.46,51.0
836,West Ridge,21375,10700.08,55.0
837,West Ridge,21375,9695.15,56.0
838,West Ridge,21375,12023.57,71.0
839,West Ridge,21375,9462.53,65.0
840,West Ridge,21375,9405.26,90.0
841,West Ridge,21375,6257.33,101.0
842,West Ridge,21375,23126.0,6.0
843,West Ridge,21375,14491.87,70.0
844,West Ridge,21375,9895.94,55.0
845,West Ridge,21375,9832.94,63.0
846,West Ridge,21375,15603.0,75.0
847,West Ridge,21375,13027.93,49.0
848,West Ridge,21375,12664.33,58.0
849,West Ridge,21375,13022.82,49.0
850,West Ridge,21375,15278.31,62.0
851,West Ridge,21375,16798.86,62.0
852,West Ridge,21375,13376.59,55.0
853,West Ridge,21375,13518.07,53.0
854,West Ridge,21375,14406.85,56.0
855,West Ridge,21375,19931.17,55.0
856,West Ridge,21375,11427.91,109.0
857,West Ridge,21375,15635.16,66.0
858,West Ridge,21375,29166.0,109.0
859,West Ridge,21375,11180.57,124.0
860,West Ridge,21375,18842.0,46.0
861,West Ridge,21375,18048.58,81.0
862,West Ridge,21375,18933.8,62.0
863,West Ridge,21375,18584.08,63.0
864,West Ridge,21375,18480.69,51.0
865,West Ridge,21375,16092.75,40.0
866,West Ridge,21375,12741.5,58.0
867,West Ridge,21375,15299.0,245.0
868,West Ridge,21375,23108.21,127.0
869,West Ridge,21375,14287.0,20.0
870,West Ridge,21375,12460.83,93.0
871,West Ridge,21375,10266.0,73.0
872,West Ridge,21375,9856.78,73.0
873,West Ridge,21375,12790.0,169.0
874,West Ridge,21375,9090.5,169.0
875,West Ridge,21375,14428.0,171.0
876,West Ridge,21375,8374.07,64.0
877,West Ridge,21375,12445.5,171.0
878,West Ridge,21375,8205.0,39.0
879,West Ridge,21375,10415.31,39.0
880,West Ridge,21375,6640.0,77.0
881,West Ridge,21375,10987.8,77.0
882,West Ridge,21375,10638.33,93.0
883,West Ridge,21375,14076.6,116.0
884,West Ridge,21375,10323.31,116.0
885,West Ridge,21375,11634.0,96.0
886,West Ridge,21375,25266.75,88.0
887,West Ridge,21375,11564.33,88.0
888,West Ridge,21375,7595.0,156.0
889,West Ridge,21375,16684.0,156.0
890,West Ridge,21375,18639.0,132.0
891,West Ridge,21375,13283.17,132.0
892,West Ridge,21375,8860.6,91.0
893,West Ridge,21375,12896.5,95.0
894,West Ridge,21375,9332.8,95.0
895,West Ridge,21375,5532.0,64.0
896,West Ridge,21375,15581.0,92.0
897,West Ridge,21375,17901.6,92.0
898,West Ridge,21375,12427.38,92.0
899,West Ridge,21375,20153.0,78.0
900,West Ridge,21375,15934.75,78.0
901,West Ridge,21375,8734.75,111.0
902,West Ridge,21375,9697.4,58.0
903,West Ridge,21375,7017.63,58.0
904,West Ridge,21375,12334.6,51.0
905,West Ridge,21375,8808.0,38.0
906,West Ridge,21375,8419.86,38.0
907,West Ridge,21375,9795.42,52.0
908,West Ridge,21375,10674.08,36.0
909,West Ridge,21375,11324.35,49.0
910,West Ridge,21375,9616.2,41.0
911,West Ridge,21375,17785.0,0.0
912,West Ridge,21375,9216.36,42.0
913,West Ridge,21375,5098.71,370.0
914,West Ridge,21375,7816.25,60.0
915,West Ridge,21375,8879.75,73.0
916,West Ridge,21375,69239.2,348.0
917,West Ridge,21375,17740.0,348.0
918,West Ridge,21375,9400.36,62.0
919,West Ridge,21375,16111.0,132.0
920,West Ridge,21375,18787.0,132.0
921,West Ridge,21375,11262.5,132.0
922,West Ridge,21375,6041.0,46.0
923,West Ridge,21375,10787.36,46.0
924,West Ridge,21375,7684.42,37.0
925,West Ridge,21375,8213.17,26.0
926,West Ridge,21375,10205.92,94.0
927,West Ridge,21375,9648.83,94.0
928,West Ridge,21375,8156.0,45.0
929,West Ridge,21375,9150.71,45.0
930,West Ridge,21375,16092.0,41.0
931,West Ridge,21375,8887.57,41.0
932,West Ridge,21375,9033.62,39.0
933,West Ridge,21375,9122.64,30.0
934,West Ridge,21375,6752.47,39.0
935,West Ridge,21375,6969.33,31.0
936,West Ridge,21375,8944.0,49.0
937,West Ridge,21375,8868.0,49.0
938,West Ridge,21375,7773.54,43.0
939,West Ridge,21375,7841.62,43.0
940,West Ridge,21375,6628.45,33.0
941,West Ridge,21375,7831.47,55.0
942,West Ridge,21375,20166.0,37.0
943,West Ridge,21375,8767.19,37.0
944,West Ridge,21375,7825.63,81.0
945,West Ridge,21375,11974.0,81.0
946,West Ridge,21375,11574.14,81.0
947,West Ridge,21375,12791.0,65.0
948,West Ridge,21375,8970.6,65.0
949,West Ridge,21375,24211.0,19.0
950,West Ridge,21375,8647.0,13.0
951,West Ridge,21375,7547.14,13.0
952,West Ridge,21375,16614.0,85.0
953,West Ridge,21375,7265.75,85.0
954,West Ridge,21375,14681.8,150.0
955,West Ridge,21375,13960.33,150.0
956,West Ridge,21375,24939.0,132.0
957,West Ridge,21375,7333.0,132.0
958,West Ridge,21375,6069.86,132.0
959,West Ridge,21375,8841.0,67.0
960,West Ridge,21375,12312.75,31.0
961,West Ridge,21375,8601.33,61.0
962,West Ridge,21375,23450.0,40.0
963,West Ridge,21375,9776.4,40.0
964,West Ridge,21375,8223.17,43.0
965,West Ridge,21375,3557.67,43.0
966,West Ridge,21375,7610.0,34.0
967,West Ridge,21375,8453.44,34.0
968,West Ridge,21375,13328.5,42.0
969,West Ridge,21375,7824.8,42.0
970,West Ridge,21375,10329.67,55.0
971,West Ridge,21375,7009.0,40.0
972,West Ridge,21375,8581.73,40.0
973,West Ridge,21375,6375.33,37.0
974,West Ridge,21375,10563.25,6.0
975,West Ridge,21375,15727.0,6.0
976,West Ridge,21375,6867.0,10.0
977,West Ridge,21375,8291.5,10.0
978,West Ridge,21375,9847.5,28.0
979,West Ridge,21375,7744.4,28.0
980,West Ridge,21375,7586.75,66.0
981,West Ridge,21375,17435.0,37.0
982,West Ridge,21375,8999.0,37.0
983,West Ridge,21375,9792.33,29.0
984,West Ridge,21375,16468.5,45.0
985,West Ridge,21375,10944.57,45.0
986,West Ridge,21375,7274.2,33.0
987,West Ridge,21375,10728.2,105.0
988,West Ridge,21375,11078.0,105.0
989,West Ridge,21375,11396.0,54.0
990,West Ridge,21375,11314.89,54.0
991,West Ridge,21375,10352.5,74.0
992,West Ridge,21375,6520.0,74.0
993,West Ridge,21375,16310.8,41.0
994,West Ridge,21375,11313.86,16.0
995,West Ridge,21375,8410.0,16.0
996,West Ridge,21375,64232.67,196.0
997,West Ridge,21375,11912.0,196.0
998,West Ridge,21375,18495.0,196.0
999,West Ridge,21375,13733.0,81.0
1000,West Ridge,21375,21295.0,81.0
1001,West Ridge,21375,8068.5,44.0
1002,West Ridge,21375,7966.56,44.0
1003,West Ridge,21375,12753.86,154.0
1004,West Ridge,21375,10735.29,102.0
1005,West Ridge,21375,9409.0,127.0
1006,West Ridge,21375,44330.75,127.0
1007,West Ridge,21375,51040.0,330.0
1008,West Ridge,21375,20748.36,330.0
1009,West Ridge,21375,11333.63,330.0
1010,West Ridge,21375,9786.8,43.0
1011,West Ridge,21375,7600.1,43.0
1012,West Ridge,21375,10250.33,154.0
1013,West Ridge,21375,9097.58,65.0
1014,West Ridge,21375,10509.0,61.0
1015,West Ridge,21375,7848.29,61.0
1016,West Ridge,21375,20050.67,93.0
1017,West Ridge,21375,17818.67,119.0
1018,West Ridge,21375,24450.86,158.0
1019,West Ridge,21375,17978.0,158.0
1020,West Ridge,21375,206770.0,212.0
1021,West Ridge,21375,26691.0,212.0
1022,West Ridge,21375,15624.5,212.0
1023,West Ridge,21375,11363.78,89.0
1024,West Ridge,21375,11606.6,89.0
1025,West Ridge,21375,6936.42,134.0
1026,West Ridge,21375,10032.67,134.0
1027,West Ridge,21375,3337.0,85.0
1028,West Ridge,21375,14377.83,28.0
1029,West Ridge,21375,8488.6,30.0
1030,West Ridge,21375,20834.2,762.0
1031,West Ridge,21375,25778.8,762.0
1032,West Ridge,21375,7822.26,762.0
1033,West Ridge,21375,9566.33,275.0
1034,West Ridge,21375,18026.67,92.0
1035,West Ridge,21375,15463.5,138.0
1036,West Ridge,21375,30249.5,120.0
1037,West Ridge,21375,30686.0,120.0
1038,West Ridge,21375,9522.0,120.0
1039,West Ridge,21375,7875.0,46.0
1040,West Ridge,21375,18947.0,155.0
1041,West Ridge,21375,7773.0,155.0
1042,West Ridge,21375,14226.25,0.0
1043,West Ridge,21375,7565.0,0.0
1044,West Ridge,21375,13413.0,109.0
1045,West Ridge,21375,12235.33,109.0
1046,West Ridge,21375,6198.6,102.0
1047,West Ridge,21375,13303.56,102.0
1048,West Ridge,21375,9217.25,48.0
1049,West Ridge,21375,16651.6,195.0
1050,West Ridge,21375,18458.75,85.0
1051,West Ridge,21375,12073.0,85.0
1052,West Ridge,21375,10773.0,85.0
1053,West Ridge,21375,14637.0,51.0
1054,West Ridge,21375,18832.0,51.0
1055,West Ridge,21375,18296.8,67.0
1056,West Ridge,21375,11099.0,147.0
1057,West Ridge,21375,28223.0,147.0
1058,West Ridge,21375,28500.0,71.0
1059,West Ridge,21375,15464.0,71.0
1060,West Ridge,21375,11731.0,57.0
1061,West Ridge,21375,13885.75,70.0
1062,West Ridge,21375,15985.5,159.0
1063,West Ridge,21375,10491.25,18.0
1064,West Ridge,21375,10096.0,38.0
1065,West Ridge,21375,14426.13,104.0
1066,West Ridge,21375,21317.5,133.0
1067,West Ridge,21375,11086.25,133.0
1068,West Ridge,21375,13327.0,96.0
1069,West Ridge,21375,7709.0,39.0
1070,West Ridge,21375,20796.0,112.0
1071,West Ridge,21375,12440.67,112.0
1072,West Ridge,21375,11240.0,328.0
1073,West Ridge,21375,6273.33,328.0
1074,West Ridge,21375,8957.03,237.0
1075,West Ridge,21375,9816.89,92.0
1076,West Ridge,21375,8670.38,228.0
1077,West Ridge,21375,81191.5,203.0
1078,West Ridge,21375,10373.2,203.0
1079,West Ridge,21375,9565.44,203.0
1080,West Ridge,21375,713271.0,397.0
1081,West Ridge,21375,9647.78,103.0
1082,West Ridge,21375,17732.8,164.0
1083,West Ridge,21375,14995.67,102.0
1084,West Ridge,21375,10988.33,117.0
1085,West Ridge,21375,15980.5,79.0
1086,West Ridge,21375,18263.25,79.0
1087,West Ridge,21375,15251.0,54.0
1088,West Ridge,21375,23514.75,103.0
1089,West Ridge,21375,6568.11,103.0
1090,West Ridge,21375,12485.4,103.0
1091,West Ridge,21375,10415.5,70.0
1092,West Ridge,21375,12737.43,70.0
1093,West Ridge,21375,13546.0,114.0
1094,West Ridge,21375,11971.5,123.0
1095,West Ridge,21375,27746.0,123.0
1096,West Ridge,21375,28909.0,47.0
1097,West Ridge,21375,27153.0,47.0
1098,West Ridge,21375,18643.75,78.0
1099,West Ridge,21375,11675.4,78.0
1100,West Ridge,21375,8066.0,32.0
1101,West Ridge,21375,21853.0,28.0
1102,West Ridge,21375,10406.75,17.0
1103,West Ridge,21375,13792.71,34.0
1104,West Ridge,21375,11952.0,27.0
1105,West Ridge,21375,11298.5,114.0
1106,West Ridge,21375,12398.82,164.0
1107,West Ridge,21375,12672.83,164.0
1108,West Ridge,21375,9369.0,213.0
1109,West Ridge,21375,9305.0,29.0
1110,West Ridge,21375,9407.58,29.0
1111,West Ridge,21375,14815.0,79.0
1112,West Ridge,21375,10256.31,79.0
1113,West Ridge,21375,12090.0,62.0
1114,West Ridge,21375,8905.56,62.0
1115,West Ridge,21375,18046.0,57.0
1116,West Ridge,21375,20250.0,165.0
1117,West Ridge,21375,8249.6,90.0
1118,West Ridge,21375,8589.92,90.0
1119,West Ridge,21375,14341.23,51.0
1120,West Ridge,21375,15467.0,37.0
1121,West Ridge,21375,17342.18,36.0
1122,West Ridge,21375,18354.38,27.0
1123,West Ridge,21375,15309.3,46.0
1124,West Ridge,21375,16890.82,48.0
1125,West Ridge,21375,17048.4,60.0
1126,West Ridge,21375,13832.88,70.0
1127,West Ridge,21375,16221.45,72.0
1128,West Ridge,21375,12284.41,69.0
1129,West Ridge,21375,18409.92,42.0
1130,West Ridge,21375,16956.64,63.0
1131,West Ridge,21375,17976.69,70.0
1132,West Ridge,21375,9602.0,50.0
1133,West Ridge,21375,14295.93,50.0
1134,West Ridge,21375,13115.57,91.0
1135,West Ridge,21375,12981.58,87.0
1136,West Ridge,21375,23002.0,186.0
1137,West Ridge,21375,12869.33,186.0
1138,West Ridge,21375,15061.0,208.0
1139,West Ridge,21375,15990.71,208.0
1140,West Ridge,21375,14483.0,208.0
1141,West Ridge,21375,19890.67,174.0
1142,West Ridge,21375,11737.44,174.0
1143,West Ridge,21375,16062.0,229.0
1144,West Ridge,21375,14270.5,229.0
1145,West Ridge,21375,10451.0,165.0
1146,West Ridge,21375,14043.6,165.0
1147,West Ridge,21375,14830.0,166.0
1148,West Ridge,21375,14374.57,166.0
1149,West Ridge,21375,13854.67,166.0
1150,West Ridge,21375,14422.57,126.0
1151,West Ridge,21375,13837.2,126.0
1152,West Ridge,21375,11534.8,75.0
1153,West Ridge,21375,8837.93,69.0
1154,West Ridge,21375,12839.4,95.0
1155,West Ridge,21375,6382.6,95.0
1156,West Ridge,21375,13640.0,147.0
1157,West Ridge,21375,11667.29,147.0
1158,West Ridge,21375,9369.67,155.0
1159,West Ridge,21375,8839.67,155.0
1160,West Ridge,21375,26286.5,166.0
1161,West Ridge,21375,15176.67,166.0
1162,West Ridge,21375,27773.0,139.0
1163,West Ridge,21375,20169.17,139.0
1164,West Ridge,21375,18536.57,157.0
1165,West Ridge,21375,37815.0,132.0
1166,West Ridge,21375,16991.83,132.0
1167,West Ridge,21375,8098.83,132.0
1168,West Ridge,21375,18244.5,44.0
1169,West Ridge,21375,58136.5,44.0
1170,West Ridge,21375,22998.0,8.0
1171,West Ridge,21375,14253.0,36.0
1172,West Ridge,21375,10923.0,36.0
1173,West Ridge,21375,15382.67,122.0
1174,West Ridge,21375,6849.67,122.0
1175,West Ridge,21375,14785.56,143.0
1176,West Ridge,21375,8163.0,56.0
1177,West Ridge,21375,6503.27,56.0
1178,West Ridge,21375,5884.0,29.0
1179,West Ridge,21375,9222.67,57.0
1180,West Ridge,21375,14513.33,218.0
1181,West Ridge,21375,8517.57,218.0
1182,West Ridge,21375,15466.33,146.0
1183,West Ridge,21375,9999.14,146.0
1184,West Ridge,21375,12739.0,124.0
1185,West Ridge,21375,8434.64,124.0
1186,West Ridge,21375,6699.0,143.0
1187,West Ridge,21375,24515.0,67.0
1188,West Ridge,21375,19213.13,206.0
1189,West Ridge,21375,23768.0,206.0
1190,West Ridge,21375,10160.18,48.0
1191,West Ridge,21375,15740.5,127.0
1192,West Ridge,21375,8336.29,109.0
1193,West Ridge,21375,12595.33,109.0
1194,West Ridge,21375,12197.5,59.0
1195,West Ridge,21375,7403.4,59.0
1196,West Ridge,21375,11543.09,207.0
1197,West Ridge,21375,14150.0,11.0
1198,West Ridge,21375,33030.0,54.0
1199,West Ridge,21375,104010.0,54.0
1200,West Ridge,21375,13542.93,173.0
1201,West Ridge,21375,10850.0,115.0
1202,West Ridge,21375,10856.13,115.0
1203,West Ridge,21375,12501.13,92.0
1204,West Ridge,21375,9478.5,92.0
1205,West Ridge,21375,7725.0,109.0
1206,West Ridge,21375,6969.0,109.0
1207,West Ridge,21375,10749.17,123.0
1208,West Ridge,21375,9142.0,123.0
1209,West Ridge,21375,14483.4,118.0
1210,West Ridge,21375,9825.57,118.0
1211,West Ridge,21375,14587.53,123.0
1212,West Ridge,21375,10818.07,113.0
1213,West Ridge,21375,9231.0,113.0
1214,West Ridge,21375,9623.67,109.0
1215,West Ridge,21375,8333.6,109.0
1216,West Ridge,21375,9511.0,99.0
1217,West Ridge,21375,10590.71,99.0
1218,West Ridge,21375,15581.43,133.0
1219,West Ridge,21375,9512.14,133.0
1220,West Ridge,21375,19070.33,53.0
1221,West Ridge,21375,9839.0,53.0
1222,West Ridge,21375,10454.0,114.0
1223,West Ridge,21375,16827.33,114.0
1224,West Ridge,21375,12585.5,73.0
1225,West Ridge,21375,10014.88,73.0
1226,West Ridge,21375,4767.5,48.0
1227,West Ridge,21375,9878.69,48.0
1228,West Ridge,21375,13691.8,139.0
1229,West Ridge,21375,12530.67,139.0
1230,West Ridge,21375,13463.75,72.0
1231,West Ridge,21375,8685.0,72.0
1232,West Ridge,21375,10859.25,112.0
1233,West Ridge,21375,16665.0,112.0
1234,West Ridge,21375,9089.0,77.0
1235,West Ridge,21375,13554.92,101.0
1236,West Ridge,21375,7373.42,162.0
1237,West Ridge,21375,8078.0,0.0
1238,West Ridge,21375,10405.0,25.0
1239,West Ridge,21375,6568.27,47.0
1240,West Ridge,21375,10895.08,53.0
1241,West Ridge,21375,11614.56,77.0
1242,West Ridge,21375,8911.67,45.0
1243,West Ridge,21375,7550.25,45.0
1244,West Ridge,21375,8097.24,46.0
1245,West Ridge,21375,8855.86,126.0
1246,West Ridge,21375,9662.11,126.0
1247,West Ridge,21375,12698.0,162.0
1248,West Ridge,21375,13168.25,108.0
1249,West Ridge,21375,8484.67,108.0
1250,West Ridge,21375,29242.0,52.0
1251,West Ridge,21375,9681.71,52.0
1252,West Ridge,21375,9613.13,118.0
1253,West Ridge,21375,9336.5,118.0
1254,West Ridge,21375,14391.25,68.0
1255,West Ridge,21375,10750.0,68.0
1256,West Ridge,21375,11786.75,103.0
1257,West Ridge,21375,8380.25,103.0
1258,West Ridge,21375,22802.0,11.0
1259,West Ridge,21375,15579.5,47.0
1260,West Ridge,21375,8753.0,33.0
1261,West Ridge,21375,11593.6,41.0
1262,West Ridge,21375,7740.92,41.0
1263,West Ridge,21375,8304.83,51.0
1264,West Ridge,21375,23231.0,37.0
1265,West Ridge,21375,14009.75,37.0
1266,West Ridge,21375,5036.0,22.0
1267,West Ridge,21375,9909.77,41.0
1268,West Ridge,21375,13644.09,96.0
1269,West Ridge,21375,13242.0,96.0
1270,West Ridge,21375,13436.88,132.0
1271,West Ridge,21375,7505.89,132.0
1272,West Ridge,21375,11481.31,111.0
1273,West Ridge,21375,11059.5,111.0
1274,West Ridge,21375,14434.29,113.0
1275,West Ridge,21375,9934.67,113.0
